"id","period","age","city_ind","female_ind","fixedvoice_ind","fixeddata_ind","fixedtv_ind","mobilevoice_ind","mobiledata_ind","bbi_speed_ind","bbi_usg_gb","hh_single","event_web","buy"
100100838,202012,52,1,1,0,1,1,0,"NO",1,87,1,1,1
100100839,202012,55,1,1,0,1,1,1,"NO",1,83,0,1,1
100100840,202012,52,1,0,0,1,0,1,"NO",1,66,1,1,0
100100841,202012,53,1,1,0,1,1,1,"MOBILE STICK",0,85,0,1,1
100100842,202012,59,1,1,0,1,1,0,"BUSINESS",1,78,0,1,1
100100843,202012,57,0,0,0,1,0,0,"NO",1,44,0,1,0
100100844,202012,38,1,0,0,1,1,1,"NO",0,80,0,1,1
100100845,202012,39,0,0,0,1,0,0,"NO",1,52,0,1,0
100100846,202012,64,1,1,0,1,0,1,"BUSINESS",0,70,0,1,0
100100847,202012,50,1,1,0,1,1,1,"MOBILE STICK",1,92,0,1,1
100100848,202012,65,0,0,0,1,0,0,"NO",0,59,0,1,0
100100849,202012,45,0,0,0,1,1,1,"NO",1,58,0,1,0
100100850,202012,56,0,0,0,1,1,0,"MOBILE STICK",1,53,1,1,1
100100851,202012,51,0,1,0,1,1,1,"NO",1,69,1,1,1
100100852,202012,49,0,1,1,1,1,0,"MOBILE STICK",1,61,0,1,1
100100853,202012,49,1,1,0,1,0,1,"BUSINESS",1,88,1,1,1
100100854,202012,68,1,1,0,1,1,0,"NO",0,74,0,1,0
100100855,202012,35,0,0,0,1,1,0,"BUSINESS",1,56,1,1,1
100100856,202012,34,1,1,0,1,0,0,"NO",1,82,1,1,1
100100857,202012,57,0,0,0,1,0,0,"NO",1,45,1,1,0
100100858,202012,44,1,1,0,1,0,0,"BUSINESS",0,77,0,1,1
100100859,202012,46,1,1,0,1,0,0,"BUSINESS",0,97,1,1,1
100100860,202012,60,1,0,0,1,1,1,"NO",1,84,0,1,0
100100861,202012,53,0,0,0,1,0,0,"NO",1,56,0,1,1
100100862,202012,52,0,0,0,1,0,0,"BUSINESS",1,45,0,1,0
100100863,202012,42,0,1,0,1,0,1,"BUSINESS",1,72,0,1,1
100100864,202012,64,0,1,0,1,0,1,"NO",1,50,0,1,0
100100865,202012,56,1,1,0,1,1,1,"NO",1,83,0,1,1
100100866,202012,49,0,1,0,1,1,0,"BUSINESS",0,59,1,1,1
100100867,202012,59,1,0,0,1,0,1,"NO",0,92,0,1,1
100100868,202012,42,0,0,0,1,0,1,"NO",1,53,0,1,0
100100869,202012,65,0,0,0,1,1,0,"BUSINESS",1,48,0,1,0
100100870,202012,58,1,0,0,1,0,0,"NO",1,79,0,1,0
100100871,202012,60,1,1,0,1,0,0,"NO",1,79,0,1,0
100100872,202012,70,1,0,0,1,0,1,"NO",0,75,0,1,0
100100873,202012,51,0,0,0,1,1,0,"MOBILE STICK",1,65,0,1,0
100100874,202012,44,1,1,0,1,0,1,"NO",1,76,1,1,1
100100875,202012,47,0,1,0,1,1,1,"BUSINESS",0,58,0,1,1
100100876,202012,45,0,1,0,1,1,0,"MOBILE STICK",1,56,0,1,1
100100877,202012,54,0,0,0,1,1,0,"MOBILE STICK",1,69,1,1,1
100100878,202012,64,1,0,0,1,0,1,"NO",0,70,0,1,0
100100879,202012,58,1,1,0,1,0,1,"NO",1,68,0,1,0
100100880,202012,40,1,0,0,1,1,0,"NO",0,50,0,1,1
100100881,202012,57,1,0,0,1,0,0,"NO",1,71,0,1,0
100100882,202012,44,1,1,0,1,1,1,"MOBILE STICK",0,78,0,1,1
100100883,202012,55,1,0,0,1,0,1,"NO",1,98,0,1,0
100100884,202012,65,1,1,0,1,1,1,"NO",0,59,1,1,0
100100885,202012,44,0,1,0,1,1,1,"MOBILE STICK",1,68,0,1,1
100100886,202012,42,1,0,0,1,1,1,"MOBILE STICK",1,86,0,1,1
100100887,202012,33,1,1,0,1,1,1,"NO",0,80,1,1,1
100100888,202012,25,1,0,0,1,1,0,"NO",1,84,1,1,1
100100889,202012,67,0,1,0,1,0,1,"NO",0,59,1,1,0
100100890,202012,43,0,0,0,1,0,0,"BUSINESS",1,48,1,1,0
100100891,202012,60,0,1,0,1,0,1,"MOBILE STICK",1,44,1,1,0
100100892,202012,45,0,1,0,1,1,1,"MOBILE STICK",1,54,0,1,1
100100893,202012,60,1,1,0,1,0,1,"MOBILE STICK",1,58,1,1,1
100100894,202012,65,1,0,0,1,0,1,"NO",0,68,0,1,0
100100895,202012,46,1,0,0,1,0,1,"BUSINESS",0,80,1,1,1
100100896,202012,48,0,0,0,1,1,1,"MOBILE STICK",0,74,0,1,1
100100897,202012,36,1,0,0,1,0,1,"NO",0,85,0,1,1
100100898,202012,44,1,1,0,1,1,1,"BUSINESS",1,89,0,1,1
100100899,202012,54,0,1,0,1,1,1,"NO",1,49,0,1,1
100100900,202012,38,1,1,0,1,1,1,"MOBILE STICK",1,85,0,1,1
100100901,202012,42,0,1,0,1,0,0,"MOBILE STICK",1,52,0,1,1
100100902,202012,34,1,1,0,1,0,1,"BUSINESS",1,83,1,1,1
100100903,202012,49,1,1,0,1,0,1,"NO",1,97,0,1,1
100100904,202012,49,0,0,1,1,1,1,"NO",0,47,0,1,1
100100905,202012,71,1,0,1,1,0,1,"BUSINESS",0,70,1,1,0
100100906,202012,33,0,0,0,1,0,1,"MOBILE STICK",1,59,0,1,1
100100907,202012,46,1,1,0,1,1,1,"MOBILE STICK",1,86,0,1,1
100100908,202012,55,1,1,0,1,0,1,"NO",0,90,1,1,0
100100909,202012,42,1,0,0,1,0,0,"NO",1,48,1,1,0
100100910,202012,58,1,0,0,1,1,1,"BUSINESS",1,92,0,1,1
100100911,202012,69,0,0,1,1,0,1,"BUSINESS",0,43,1,1,0
100100912,202012,52,0,1,0,1,0,0,"MOBILE STICK",1,61,0,1,1
100100913,202012,48,0,0,0,1,0,0,"MOBILE STICK",1,61,0,1,0
100100914,202012,49,0,0,0,1,0,1,"MOBILE STICK",1,65,0,1,0
100100915,202012,49,1,1,0,1,1,0,"MOBILE STICK",1,95,0,1,1
100100916,202012,38,1,0,0,1,1,0,"BUSINESS",1,98,1,1,1
100100917,202012,28,1,0,0,1,1,0,"NO",1,59,1,1,1
100100918,202012,68,1,1,0,1,0,1,"NO",0,64,0,1,0
100100919,202012,50,0,0,0,1,0,1,"NO",1,47,1,1,0
100100920,202012,47,1,0,0,1,0,0,"MOBILE STICK",1,76,0,1,0
100100921,202012,25,1,1,0,1,1,0,"NO",1,71,0,1,1
100100922,202012,65,0,1,0,1,1,0,"NO",1,45,0,1,0
100100923,202012,68,1,0,0,1,0,1,"NO",0,70,1,1,0
100100924,202012,63,1,0,0,1,0,0,"NO",0,52,0,1,0
100100925,202012,53,0,1,0,1,0,1,"MOBILE STICK",0,64,1,1,1
100100926,202012,57,0,1,0,1,0,1,"BUSINESS",1,59,0,1,1
100100927,202012,38,1,1,0,1,1,0,"NO",1,90,0,1,1
100100928,202012,41,1,1,0,1,1,1,"NO",0,70,0,1,1
100100929,202012,66,0,0,0,1,1,0,"NO",0,49,1,1,0
100100930,202012,38,1,0,0,1,1,1,"MOBILE STICK",1,91,0,1,1
100100931,202012,63,1,0,0,1,0,1,"NO",0,52,0,1,0
100100932,202012,42,0,1,0,1,0,0,"NO",1,68,0,1,1
100100933,202012,50,0,0,0,1,0,1,"MOBILE STICK",1,49,1,1,0
100100934,202012,54,0,0,0,1,0,1,"NO",0,37,0,1,0
100100935,202012,60,1,0,0,1,0,1,"NO",1,63,0,1,0
100100936,202012,63,1,0,1,1,0,0,"NO",0,61,0,1,0
100100937,202012,60,0,0,0,1,0,0,"NO",1,52,0,1,0
100100938,202012,43,0,0,0,1,0,1,"MOBILE STICK",1,76,0,1,1
100100939,202012,41,1,0,0,1,0,0,"NO",1,82,1,1,1
100100940,202012,55,1,0,0,1,1,1,"NO",0,65,1,1,0
100100941,202012,55,0,0,0,1,0,0,"MOBILE STICK",0,47,1,1,0
100100942,202012,45,0,1,0,1,0,1,"NO",1,55,1,1,0
100100943,202012,37,0,1,0,1,0,0,"BUSINESS",1,61,1,1,1
100100944,202012,60,1,1,0,1,0,1,"NO",0,76,0,1,0
100100945,202012,37,1,1,0,1,1,1,"MOBILE STICK",1,81,0,1,1
100100946,202012,53,1,0,0,1,0,1,"MOBILE STICK",0,70,0,1,0
100100947,202012,49,0,1,0,1,1,1,"NO",1,48,0,1,1
100100948,202012,36,0,0,0,1,1,1,"NO",1,48,0,1,1
100100949,202012,48,0,0,0,1,0,1,"NO",1,50,0,1,1
100100950,202012,44,1,0,0,1,1,1,"NO",1,80,0,1,1
100100951,202012,70,0,1,0,1,0,1,"NO",0,49,1,1,0
100100952,202012,61,0,1,0,1,1,1,"MOBILE STICK",0,71,0,1,0
100100953,202012,49,0,0,0,1,0,1,"BUSINESS",1,62,0,1,0
100100954,202012,72,0,0,1,1,0,1,"MOBILE STICK",0,62,0,1,0
100100955,202012,65,1,1,0,1,1,0,"NO",0,87,0,1,1
100100956,202012,67,0,1,0,1,0,0,"BUSINESS",0,47,0,1,0
100100957,202012,30,1,1,0,1,1,1,"BUSINESS",1,84,0,1,1
100100958,202012,37,1,1,0,1,1,1,"NO",0,79,0,1,1
100100959,202012,59,1,0,0,1,1,1,"BUSINESS",1,61,1,1,0
100100960,202012,64,0,0,1,1,1,1,"BUSINESS",0,63,1,1,1
100100961,202012,46,1,0,0,1,0,1,"BUSINESS",1,72,1,1,1
100100962,202012,76,1,1,1,1,0,1,"NO",0,29,0,1,0
100100963,202012,53,1,0,0,1,1,1,"NO",1,77,1,1,1
100100964,202012,50,0,0,0,1,0,0,"NO",0,50,0,1,0
100100965,202012,43,0,1,0,1,1,1,"NO",0,48,0,1,1
100100966,202012,58,1,1,0,1,0,0,"NO",1,67,0,1,1
100100967,202012,54,0,1,0,1,1,0,"MOBILE STICK",1,67,1,1,1
100100968,202012,71,0,0,1,1,0,1,"BUSINESS",0,55,0,1,0
100100969,202012,58,0,0,0,1,1,1,"NO",1,63,1,1,0
100100970,202012,40,1,1,0,1,0,1,"MOBILE STICK",1,72,1,1,1
100100971,202012,32,1,0,0,1,0,1,"MOBILE STICK",1,75,1,1,1
100100972,202012,58,0,0,0,1,0,1,"NO",1,73,0,1,0
100100973,202012,76,0,0,1,1,0,1,"MOBILE STICK",0,10,0,1,0
100100974,202012,63,1,0,0,1,0,0,"MOBILE STICK",0,70,1,1,0
100100975,202012,65,0,0,1,1,0,0,"MOBILE STICK",0,46,1,1,0
100100976,202012,32,1,1,0,1,0,0,"BUSINESS",1,75,1,1,1
100100977,202012,81,1,0,0,1,1,1,"NO",0,31,0,1,0
100100978,202012,68,1,0,0,1,1,0,"NO",0,78,1,1,0
100100979,202012,46,0,0,0,1,0,1,"MOBILE STICK",1,48,1,1,0
100100980,202012,49,0,1,1,1,1,1,"MOBILE STICK",0,58,0,1,1
100100981,202012,44,0,0,1,1,1,0,"BUSINESS",0,39,1,1,0
100100982,202012,32,0,0,0,1,1,1,"MOBILE STICK",1,68,0,1,0
100100983,202012,51,1,1,0,1,1,1,"BUSINESS",1,84,0,1,1
100100984,202012,55,1,0,0,1,0,1,"MOBILE STICK",1,63,1,1,0
100100985,202012,64,0,1,0,1,0,1,"NO",1,49,1,1,0
100100986,202012,44,0,0,1,1,0,0,"BUSINESS",1,52,0,1,1
100100987,202012,46,1,0,0,1,0,1,"NO",1,76,0,1,1
100100988,202012,52,0,1,0,1,0,1,"MOBILE STICK",1,52,0,1,1
100100989,202012,33,0,1,0,1,1,0,"MOBILE STICK",1,69,0,1,1
100100990,202012,62,1,0,0,1,1,1,"NO",0,78,0,1,0
100100991,202012,52,0,0,0,1,0,0,"MOBILE STICK",1,59,1,1,0
100100992,202012,67,0,1,1,1,0,1,"MOBILE STICK",0,47,1,1,0
100100993,202012,65,0,0,0,1,1,0,"NO",0,44,1,1,0
100100994,202012,57,1,0,0,1,0,1,"NO",1,37,0,1,0
100100995,202012,48,1,1,0,1,0,0,"NO",1,77,0,1,0
100100996,202012,50,0,1,0,1,1,1,"BUSINESS",1,51,0,1,1
100100997,202012,57,0,0,0,1,0,0,"MOBILE STICK",1,77,0,1,1
100100998,202012,47,1,1,0,1,1,0,"BUSINESS",1,78,0,1,1
100100999,202012,69,0,0,0,1,0,1,"NO",1,51,0,1,0
100101000,202012,55,1,0,0,1,1,1,"NO",1,80,1,1,0
100101001,202012,55,0,0,0,1,0,1,"NO",1,43,0,1,0
100101002,202012,54,1,0,0,1,1,0,"NO",1,74,0,1,0
100101003,202012,56,1,1,0,1,0,1,"NO",0,82,0,1,0
100101004,202012,67,1,0,0,1,0,0,"BUSINESS",0,72,0,1,0
100101005,202012,63,0,0,0,1,1,1,"MOBILE STICK",0,68,0,1,0
100101006,202012,41,0,0,0,1,0,0,"MOBILE STICK",1,46,0,1,0
100101007,202012,41,0,1,0,1,0,0,"BUSINESS",1,58,0,1,0
100101008,202012,60,1,0,0,1,0,1,"NO",1,77,0,1,0
100101009,202012,42,1,1,0,1,1,0,"BUSINESS",1,82,1,1,1
100101010,202012,46,0,0,0,1,1,1,"NO",1,73,1,1,1
100101011,202012,51,1,0,0,1,1,1,"NO",1,79,1,1,1
100101012,202012,60,1,0,0,1,1,1,"NO",0,68,1,1,0
100101013,202012,75,0,1,0,1,1,1,"NO",0,51,1,1,0
100101014,202012,48,1,0,0,1,1,1,"MOBILE STICK",0,87,0,1,1
100101015,202012,47,1,0,0,1,0,1,"NO",1,61,1,1,0
100101016,202012,49,0,0,0,1,1,1,"NO",1,37,1,1,0
100101017,202012,62,1,0,0,1,0,0,"NO",0,60,1,1,0
100101018,202012,54,0,0,0,1,1,1,"BUSINESS",1,55,0,1,1
100101019,202012,51,1,1,0,1,0,1,"NO",1,89,0,1,1
100101020,202012,44,1,1,0,1,1,1,"BUSINESS",1,74,0,1,0
100101021,202012,55,0,0,1,1,1,1,"BUSINESS",0,61,0,1,1
100101022,202012,48,0,1,0,1,1,0,"BUSINESS",1,68,1,1,1
100101023,202012,58,0,0,0,1,0,1,"NO",1,61,1,1,0
100101024,202012,76,0,0,0,1,0,1,"NO",0,10,0,1,0
100101025,202012,53,0,1,0,1,0,1,"NO",1,49,0,1,0
100101026,202012,45,0,0,0,1,1,1,"BUSINESS",1,58,1,1,1
100101027,202012,53,1,0,0,1,0,1,"NO",1,83,0,1,0
100101028,202012,44,1,1,0,1,0,1,"NO",1,76,1,1,1
100101029,202012,66,1,1,0,1,0,1,"MOBILE STICK",0,71,0,1,0
100101030,202012,49,1,1,0,1,0,1,"NO",1,81,0,1,0
100101031,202012,29,1,0,0,1,0,0,"NO",1,94,1,1,1
100101032,202012,61,0,0,0,1,0,1,"MOBILE STICK",0,58,0,1,0
100101033,202012,61,0,0,0,1,0,1,"BUSINESS",0,49,1,1,0
100101034,202012,59,0,0,0,1,0,1,"NO",1,53,0,1,0
100101035,202012,49,0,1,0,1,1,0,"NO",0,39,1,1,1
100101036,202012,67,1,1,0,1,0,1,"NO",0,56,1,1,0
100101037,202012,57,0,1,1,1,0,0,"MOBILE STICK",1,33,0,1,0
100101038,202012,48,0,0,0,1,0,0,"MOBILE STICK",1,61,0,1,0
100101039,202012,38,1,0,0,1,1,0,"NO",0,88,0,1,1
100101040,202012,52,0,0,0,1,0,1,"NO",1,61,0,1,0
100101041,202012,59,0,0,0,1,0,1,"NO",1,67,0,1,1
100101042,202012,39,1,1,1,1,0,1,"BUSINESS",1,78,0,1,1
100101043,202012,51,1,1,0,1,1,1,"NO",1,85,0,1,1
100101044,202012,48,0,1,1,1,1,0,"NO",0,66,0,1,1
100101045,202012,33,1,1,0,1,1,0,"MOBILE STICK",1,93,1,1,1
100101046,202012,28,1,1,0,1,1,0,"NO",1,72,1,1,1
100101047,202012,25,1,1,0,1,1,1,"NO",1,84,1,1,1
100101048,202012,51,0,1,0,1,0,1,"NO",1,47,1,1,1
100101049,202012,45,0,0,0,1,0,1,"MOBILE STICK",1,42,0,1,1
100101050,202012,64,0,0,0,1,0,1,"BUSINESS",0,35,0,1,0
100101051,202012,51,1,0,0,1,0,1,"NO",1,61,0,1,1
100101052,202012,59,1,1,0,1,0,1,"MOBILE STICK",1,61,0,1,0
100101053,202012,58,1,1,0,1,1,1,"NO",1,67,1,1,1
100101054,202012,40,1,1,0,1,1,1,"MOBILE STICK",1,98,1,1,1
100101055,202012,60,0,0,0,1,0,1,"NO",1,58,1,1,0
100101056,202012,66,0,0,0,1,1,0,"BUSINESS",0,48,1,1,0
100101057,202012,59,0,1,0,1,1,1,"NO",0,56,0,1,1
100101058,202012,53,0,1,0,1,1,0,"NO",0,75,1,1,1
100101059,202012,49,1,1,0,1,1,1,"NO",0,83,0,1,1
100101060,202012,60,0,0,0,1,0,0,"BUSINESS",1,42,0,1,0
100101061,202012,52,1,1,1,1,1,0,"BUSINESS",0,79,0,1,1
100101062,202012,48,0,1,0,1,0,0,"MOBILE STICK",1,50,1,1,0
100101063,202012,51,1,1,0,1,0,0,"BUSINESS",0,79,0,1,1
100101064,202012,64,0,0,0,1,0,1,"NO",0,72,0,1,0
100101065,202012,61,0,1,0,1,0,0,"NO",0,60,1,1,0
100101066,202012,67,1,0,0,1,0,1,"NO",0,76,0,1,0
100101067,202012,52,0,0,0,1,1,1,"MOBILE STICK",1,55,0,1,1
100101068,202012,68,0,0,0,1,0,0,"NO",0,65,0,1,0
100101069,202012,37,0,1,0,1,1,1,"NO",1,68,0,1,1
100101070,202012,47,1,0,0,1,1,1,"BUSINESS",1,53,1,1,0
100101071,202012,32,0,1,0,1,1,0,"NO",0,53,1,1,1
100101072,202012,72,0,0,1,1,0,1,"NO",0,66,0,1,0
100101073,202012,44,1,1,0,1,0,1,"NO",0,61,1,1,1
100101074,202012,27,0,1,0,1,1,0,"NO",1,56,0,1,1
100101075,202012,65,1,1,0,1,0,0,"BUSINESS",0,71,0,1,0
100101076,202012,63,1,1,0,1,0,0,"NO",0,59,0,1,0
100101077,202012,39,0,1,0,1,1,1,"NO",1,73,0,1,1
100101078,202012,26,1,1,0,1,0,0,"MOBILE STICK",1,75,1,1,1
100101079,202012,44,1,1,0,1,1,0,"BUSINESS",1,76,1,1,1
100101080,202012,58,0,1,0,1,0,0,"MOBILE STICK",0,44,0,1,1
100101081,202012,55,1,0,0,1,1,1,"MOBILE STICK",1,70,1,1,0
100101082,202012,60,0,1,0,1,1,1,"BUSINESS",1,44,0,1,0
100101083,202012,45,0,0,0,1,0,1,"MOBILE STICK",0,46,0,1,0
100101084,202012,53,1,0,0,1,0,1,"BUSINESS",1,68,1,1,0
100101085,202012,80,0,0,0,1,1,0,"MOBILE STICK",0,11,0,1,0
100101086,202012,39,1,1,0,1,0,1,"MOBILE STICK",0,73,1,1,1
100101087,202012,45,1,1,0,1,0,1,"BUSINESS",0,74,0,1,1
100101088,202012,67,1,1,0,1,0,1,"BUSINESS",0,81,1,1,1
100101089,202012,55,1,1,0,1,1,1,"NO",1,83,0,1,1
100101090,202012,53,0,1,0,1,0,1,"NO",1,42,0,1,1
100101091,202012,34,1,1,0,1,0,1,"MOBILE STICK",0,66,1,1,1
100101092,202012,54,0,0,0,1,0,1,"NO",1,50,1,1,0
100101093,202012,68,1,1,0,1,1,1,"NO",0,89,0,1,1
100101094,202012,49,0,1,0,1,0,1,"BUSINESS",1,52,0,1,0
100101095,202012,67,0,0,0,1,0,1,"NO",0,44,0,1,0
100101096,202012,74,0,0,0,1,0,1,"NO",0,48,0,1,0
100101097,202012,55,0,0,0,1,1,0,"NO",1,70,0,1,1
100101098,202012,75,1,0,1,1,0,1,"NO",0,78,1,1,0
100101099,202012,43,0,1,0,1,1,1,"NO",0,1e+05,0,1,0
